iter	Passed	Remaining
495	38064	38678
496	38136	38596
497	38211	38518
498	38289	38442
499	38368	38368
500	38436	38282
501	38511	38204
502	38589	38129
503	38666	38052
504	38734	37967
505	38810	37890
506	38883	37809
507	38961	37733
508	39034	37654
509	39108	37574
510	39183	37496
511	39263	37422
512	39346	37352
513	39419	37272
514	39501	37200
515	39572	37118
516	39644	37037
517	39717	36957
518	39792	36878
519	39871	36804
520	39952	36731
521	40031	36657
522	40106	36579
523	40186	36505
524	40258	36423
525	40328	36341
526	40406	36265
527	40476	36183
528	40542	36097
529	40619	36020
530	40690	35939
531	40768	35864
532	40842	35785
533	40914	35704
534	40992	35628
535	41073	35555
536	41148	35478
537	41221	35398
538	41296	35320
539	41365	35237
540	41445	35163
541	41524	35089
542	41597	35009
543	41673	34932
544	41753	34858
545	41828	34780
546	41904	34703
547	41978	34624
548	42048	34542
549	42119	34461
550	42201	34388
551	42272	34308
552	42347	34230
553	42424	34154
554	42496	34074
555	42568	33993
556	42642	33915
557	42712	33833
558	42786	33754
559	42859	33675
560	42927	33591
561	42998	33511
562	43071	33431
563	43151	33358
564	43227	33280
565	43306	33206
566	43375	33124
567	43450	33046
568	43527	32970
569	43605	32895
570	43673	32812
571	43754	32739
572	43826	32659
573	43903	32583
574	43978	32506
575	44050	32425
576	44127	32350
577	44215	32282
578	44293	32206
579	44369	32129
580	44443	32051
581	44513	31970
582	44588	31892
583	44666	31816
584	44740	31739
585	44816	31662
586	44892	31585
587	44961	31503
588	45032	31423
589	45105	31344
590	45176	31264
591	45249	31185
592	45331	31112
593	45404	31033
594	45482	30958
595	45561	30883
596	45637	30807
597	45708	30727
598	45785	30650
599	45859	30572
600	45934	30495
601	46012	30419
602	46084	30341
603	46163	30266
604	46241	30190
605	46318	30114
606	46390	30035
607	46469	29960
608	46543	29882
609	46617	29804
610	46694	29728
611	46770	29652
612	46844	29574
613	46921	29498
614	46997	29421
615	47067	29340
616	47141	29262
617	47209	29181
618	47285	29104
619	47359	29026
620	47433	28949
621	47509	28872
622	47585	28795
623	47656	28716
624	47725	28635
625	47800	28557
626	47873	28479
627	47953	28405
628	48042	28336
629	48121	28261
630	48195	28183
631	48274	28109
632	48355	28035
633	48430	27958
634	48510	27883
635	48580	27804
636	48651	27724
637	48729	27649
638	48803	27571
639	48876	27493
640	48953	27417
641	49024	27337
642	49098	27260
643	49178	27185
644	49248	27105
645	49323	27028
646	49397	26950
647	49479	26877
648	49551	26799
649	49628	26722
650	49703	26646
651	49774	26566
652	49852	26491
653	49924	26412
654	49994	26332
655	50065	26253
656	50137	26175
657	50212	26098
658	50291	26023
659	50363	25944
660	50435	25866
661	50509	25788
662	50582	25711
663	50653	25631
664	50726	25554
665	50799	25476
666	50873	25398
667	50946	25320
668	51014	25240
669	51090	25163
670	51167	25088
671	51235	25007
672	51311	24931
673	51389	24855
674	51459	24776
675	51536	24700
676	51616	24626
677	51692	24550
678	51771	24475
679	51841	24396
680	51918	24319
681	51996	24244
682	52068	24166
683	52144	24090
684	52220	24013
685	52290	23934
686	52362	23856
687	52433	23777
688	52508	23701
689	52584	23624
690	52658	23547
691	52734	23471
692	52810	23395
693	52883	23317
694	52964	23243
695	53039	23166
696	53108	23087
697	53177	23007
698	53248	22929
699	53319	22851
700	53389	22772
701	53461	22694
702	53541	22620
703	53622	22545
704	53693	22467
705	53770	22391
706	53846	22315
707	53923	22239
708	54000	22163
709	54079	22088
710	54150	22010
711	54227	21934
712	54303	21858
713	54375	21780
714	54454	21705
715	54532	21630
716	54600	21550
717	54676	21474
718	54752	21398
719	54827	21321
720	54904	21245
721	54981	21169
722	55055	21093
723	55128	21015
724	55205	20940
725	55275	20861
726	55347	20783
727	55426	20708
728	55496	20630
729	55572	20554
730	55646	20477
731	55715	20398
732	55794	20323
733	55870	20247
734	55940	20169
735	56012	20091
736	56091	20016
737	56162	19938
738	56233	19860
739	56315	19786
740	56387	19708
741	56457	19630
742	56531	19553
743	56610	19478
744	56684	19402
745	56761	19326
746	56831	19248
747	56907	19171
748	56983	19095
749	57051	19017
750	57128	18941
751	57206	18865
752	57277	18788
753	57356	18712
754	57438	18638
755	57510	18561
756	57583	18484
757	57657	18407
758	57731	18331
759	57799	18252
760	57871	18175
761	57941	18097
762	58016	18020
763	58091	17944
764	58163	17867
765	58235	17790
766	58314	17714
767	58384	17636
768	58455	17559
769	58541	17486
770	58614	17409
771	58691	17333
772	58777	17260
773	58851	17184
774	58933	17109
775	59007	17033
776	59079	16955
777	59153	16879
778	59228	16802
779	59299	16725
780	59377	16649
781	59455	16574
782	59527	16497
783	59598	16419
784	59671	16343
785	59742	16265
786	59816	16189
787	59895	16113
788	59965	16036
789	60043	15960
790	60117	15884
791	60190	15807
792	60265	15731
793	60340	15655
794	60412	15578
795	60485	15501
796	60559	15424
797	60631	15347
798	60707	15271
799	60790	15197
800	60864	15121
801	60937	15044
802	61012	14968
803	61088	14892
804	61169	14817
805	61247	14741
806	61326	14666
807	61408	14592
808	61480	14515
809	61553	14438
810	61634	14363
811	61710	14287
812	61780	14210
813	61856	14134
814	61925	14056
815	62001	13980
816	62072	13903
817	62151	13828
818	62222	13751
819	62294	13674
820	62374	13599
821	62451	13523
822	62524	13447
823	62604	13371
824	62676	13294
825	62752	13219
826	62828	13142
827	62903	13066
828	62977	12990
829	63055	12914
830	63127	12838
831	63198	12761
832	63274	12685
833	63348	12608
834	63426	12533
835	63504	12457
836	63573	12380
837	63644	12303
838	63720	12227
839	63790	12150
840	63860	12073
841	63942	11998
842	64017	11922
843	64099	11847
844	64177	11772
845	64256	11696
846	64328	11620
847	64396	11542
848	64469	11466
849	64543	11389
850	64620	11314
851	64693	11237
852	64767	11161
853	64845	11086
854	64922	11010
855	64992	10933
856	65070	10857
857	65146	10781
858	65223	10706
859	65295	10629
860	65366	10552
861	65440	10476
862	65517	10400
863	65593	10324
864	65667	10248
865	65741	10172
866	65815	10096
867	65891	10020
868	65965	9944
869	66038	9867
870	66111	9791
871	66180	9714
872	66253	9638
873	66339	9563
874	66414	9487
875	66488	9411
876	66558	9334
877	66631	9258
878	66700	9181
879	66774	9105
880	66844	9028
881	66917	8952
882	66983	8875
883	67060	8799
884	67133	8723
885	67202	8646
886	67282	8571
887	67351	8494
888	67429	8419
889	67502	8343
890	67570	8266
891	67644	8190
892	67723	8114
893	67794	8038
894	67865	7961
895	67941	7886
896	68013	7809
897	68088	7733
898	68165	7658
899	68242	7582
900	68319	7506
901	68395	7431
902	68465	7354
903	68540	7278
904	68619	7203
905	68696	7127
906	68771	7051
907	68846	6975
908	68918	6899
909	68989	6823
910	69065	6747
911	69136	6671
912	69209	6595
913	69289	6519
914	69364	6443
915	69440	6367
916	69513	6291
917	69587	6215
918	69661	6139
919	69744	6064
920	69817	5988
921	69893	5912
922	69966	5836
923	70038	5760
924	70118	5685
925	70198	5609
926	70272	5533
927	70345	5457
928	70424	5382
929	70497	5306
930	70574	5230
931	70647	5154
932	70720	5078
933	70795	5002
934	70876	4927
935	70950	4851
936	71030	4775
937	71109	4700
938	71178	4623
939	71246	4547
940	71321	4471
941	71395	4395
942	71470	4320
943	71551	4244
944	71626	4168
945	71700	4092
946	71778	4017
947	71855	3941
948	71962	3867
949	72054	3792
950	72130	3716
951	72207	3640
952	72285	3564
953	72361	3489
954	72440	3413
955	72512	3337
956	72582	3261
957	72652	3185
958	72733	3109
959	72807	3033
960	72876	2957
961	72947	2881
962	73021	2805
963	73092	2729
964	73172	2653
965	73243	2577
966	73343	2502
967	73435	2427
968	73512	2351
969	73594	2276
970	73669	2200
971	73745	2124
972	73816	2048
973	73894	1972
974	73968	1896
975	74038	1820
976	74121	1744
977	74200	1669
978	74272	1593
979	74354	1517
980	74427	1441
981	74505	1365
982	74584	1289
983	74664	1214
984	74738	1138
985	74812	1062
986	74880	986
987	74954	910
988	75033	834
989	75106	758
990	75182	682
991	75276	607
992	75353	531
993	75428	455
994	75503	379
995	75580	303
996	75657	227
997	75735	151
998	75808	75
999	75887	0
