iter	Accuracy	Logloss
82	0.8475120385	0.3933220609
83	0.849117175	0.393176639
84	0.849117175	0.392837101
85	0.8523274478	0.3924107499
86	0.8523274478	0.3912878386
87	0.8523274478	0.3910844739
88	0.8539325843	0.3898967447
89	0.8539325843	0.3898880692
90	0.8539325843	0.3894626481
91	0.8523274478	0.3885278732
92	0.8539325843	0.3884491787
93	0.8539325843	0.387965848
94	0.8539325843	0.3878670726
95	0.8539325843	0.3876057358
96	0.8571428571	0.3867315897
97	0.8555377207	0.3855513567
98	0.8555377207	0.3852252596
99	0.8539325843	0.3846803786
100	0.8539325843	0.3839269598
101	0.8539325843	0.3839189409
102	0.8539325843	0.3833884048
103	0.8523274478	0.3831023198
104	0.8523274478	0.3826865757
105	0.8523274478	0.3820412783
106	0.8539325843	0.3812120529
107	0.8523274478	0.3806418862
108	0.8539325843	0.3797913709
109	0.8539325843	0.379576946
110	0.8539325843	0.3792714882
111	0.8523274478	0.379163449
112	0.8523274478	0.3789483203
113	0.8523274478	0.3789464989
114	0.8539325843	0.3785773319
115	0.8539325843	0.3778322616
116	0.8539325843	0.3777839715
117	0.8555377207	0.3770431123
118	0.8555377207	0.3762462969
119	0.8555377207	0.3761565069
120	0.8555377207	0.3760987495
121	0.8555377207	0.3760281073
122	0.8539325843	0.3758608094
123	0.8571428571	0.3754499128
124	0.8571428571	0.3751372665
125	0.8571428571	0.3751364375
126	0.8555377207	0.3748752842
127	0.8571428571	0.3743266822
128	0.8555377207	0.3739093453
129	0.8555377207	0.373878979
130	0.8555377207	0.3735185227
131	0.8555377207	0.3724541112
132	0.8571428571	0.3721464697
133	0.8571428571	0.371875805
134	0.8571428571	0.3716607097
135	0.8571428571	0.3716603111
136	0.8571428571	0.3716053728
137	0.8571428571	0.3711895696
138	0.8571428571	0.3710643646
139	0.8571428571	0.3707640867
140	0.8571428571	0.3703543288
141	0.8571428571	0.3699231349
142	0.8571428571	0.3691509034
143	0.8571428571	0.3689197769
144	0.8571428571	0.3685219951
145	0.8555377207	0.368054487
146	0.8571428571	0.3677535491
147	0.8571428571	0.3671960104
148	0.8571428571	0.3667418951
149	0.8555377207	0.3661498857
150	0.8555377207	0.3659113126
151	0.8555377207	0.365434893
152	0.8555377207	0.3650370055
153	0.8571428571	0.3645808577
154	0.8571428571	0.3639283723
155	0.8571428571	0.363526846
156	0.8571428571	0.3631965826
157	0.8587479936	0.3625809275
158	0.8587479936	0.3624896362
159	0.86035313	0.3616881191
160	0.86035313	0.3614554997
161	0.86035313	0.3614554955
162	0.86035313	0.3609059828
163	0.86035313	0.3599784108
164	0.8619582665	0.3595176692
165	0.8619582665	0.3593095758
166	0.8619582665	0.3588501626
167	0.8619582665	0.3584732347
168	0.8635634029	0.3581741461
169	0.8635634029	0.3581662003
170	0.8635634029	0.3581368275
171	0.8635634029	0.357916274
172	0.8667736758	0.3575360404
173	0.8667736758	0.3572457079
174	0.8667736758	0.3568712555
175	0.8667736758	0.3564867972
176	0.8699839486	0.3561176928
177	0.8683788122	0.3555795025
178	0.8683788122	0.3554003314
179	0.8715890851	0.354996577
180	0.8715890851	0.3545852121
181	0.8715890851	0.3542511169
182	0.8715890851	0.354251115
183	0.8715890851	0.3540533365
184	0.8715890851	0.3536098973
185	0.8715890851	0.3534270445
186	0.8715890851	0.3532719339
187	0.8715890851	0.3531869171
188	0.8715890851	0.3528174537
189	0.8715890851	0.3524743177
190	0.8715890851	0.3522574825
191	0.8715890851	0.352072075
192	0.8715890851	0.3516515442
193	0.8731942215	0.3513522127
194	0.8731942215	0.3511210782
195	0.8731942215	0.3508671011
196	0.8731942215	0.3505971918
197	0.8715890851	0.3503449574
198	0.8731942215	0.3499291484
199	0.8731942215	0.3496994634
200	0.8731942215	0.3495482315
201	0.8731942215	0.3492292529
202	0.8731942215	0.3489926715
203	0.8731942215	0.3488846113
204	0.8731942215	0.3487153577
205	0.8731942215	0.3479340347
206	0.8747993579	0.3475198613
207	0.8731942215	0.3470866667
208	0.8731942215	0.3469558833
209	0.8747993579	0.3467108076
210	0.8747993579	0.3466180508
211	0.8764044944	0.3464173255
212	0.8764044944	0.3460993937
213	0.8764044944	0.3460572598
214	0.8780096308	0.3459819751
215	0.8780096308	0.3456034253
216	0.8780096308	0.3454318753
217	0.8780096308	0.345341366
218	0.8764044944	0.3451724701
219	0.8764044944	0.3451529043
220	0.8780096308	0.3449548437
221	0.8780096308	0.3447637245
222	0.8780096308	0.3445930772
223	0.8780096308	0.3444553252
224	0.8780096308	0.3441092298
225	0.8780096308	0.3440067163
226	0.8796147673	0.3436937054
227	0.8796147673	0.343375754
228	0.8796147673	0.3431471878
229	0.8780096308	0.3427425499
230	0.8796147673	0.3424979347
231	0.8796147673	0.3421420826
232	0.8796147673	0.3419020063
233	0.8796147673	0.3418304966
234	0.8796147673	0.3416028051
235	0.8796147673	0.3415390599
236	0.8796147673	0.3410407763
237	0.8796147673	0.3406716625
238	0.8796147673	0.3406410878
239	0.8796147673	0.3399941952
240	0.8812199037	0.3395468569
241	0.8796147673	0.3394130363
242	0.8812199037	0.3387573702
243	0.8828250401	0.3386459472
244	0.8828250401	0.3384258281
245	0.8812199037	0.3381716609
246	0.8828250401	0.3380034436
247	0.8828250401	0.3377137171
248	0.8828250401	0.3366711082
249	0.8828250401	0.3364024538
250	0.8828250401	0.3358495018
251	0.8828250401	0.3354447752
252	0.8828250401	0.3352272658
253	0.8828250401	0.3348717013
254	0.886035313	0.3346833697
255	0.886035313	0.3344207763
256	0.886035313	0.3343461453
257	0.886035313	0.3341508355
258	0.886035313	0.3336694538
259	0.886035313	0.3335038747
260	0.886035313	0.3332382791
261	0.886035313	0.3330663881
262	0.886035313	0.3327841205
263	0.886035313	0.3323460881
264	0.886035313	0.3321658321
265	0.8876404494	0.332104044
266	0.8876404494	0.3319574503
267	0.8892455859	0.3315583615
268	0.8892455859	0.3313756436
269	0.8892455859	0.3307874824
270	0.8892455859	0.3306603562
271	0.8892455859	0.3300556721
272	0.8892455859	0.3295730943
273	0.8892455859	0.3293189871
274	0.8892455859	0.3292231943
275	0.8892455859	0.3289170867
276	0.8892455859	0.3287415696
277	0.8892455859	0.3285597411
278	0.8892455859	0.3283779412
279	0.8892455859	0.3282412568
280	0.8908507223	0.3278441448
281	0.8908507223	0.3277709949
282	0.8908507223	0.3275412167
283	0.8908507223	0.3270865518
284	0.8908507223	0.3261749814
285	0.8892455859	0.3260108993
286	0.8908507223	0.3257273049
287	0.8908507223	0.3253859667
288	0.8892455859	0.3250498139
289	0.8892455859	0.3247725496
290	0.8892455859	0.3243402212
291	0.8892455859	0.3240974523
292	0.8892455859	0.3240165403
293	0.8892455859	0.3237046511
294	0.8892455859	0.3234219585
295	0.8892455859	0.3232355511
296	0.8892455859	0.3224200073
297	0.8892455859	0.3218957154
298	0.8892455859	0.3217288274
299	0.8892455859	0.3216084918
300	0.8892455859	0.3213483592
301	0.8892455859	0.3212741005
302	0.8876404494	0.3210604071
303	0.8908507223	0.3208068375
304	0.8908507223	0.320577207
305	0.8892455859	0.3205046636
306	0.8908507223	0.3200029195
307	0.8892455859	0.3192719442
308	0.8892455859	0.3189548652
309	0.8924558587	0.3184885827
310	0.8908507223	0.3177086963
311	0.8924558587	0.3174547596
312	0.8908507223	0.3170223753
313	0.8908507223	0.31695418
314	0.8908507223	0.3168122093
315	0.8940609952	0.3163924276
316	0.8924558587	0.315950749
317	0.8924558587	0.3158278205
318	0.8940609952	0.3157241389
319	0.8924558587	0.3155644038
320	0.8924558587	0.3155514841
321	0.8940609952	0.3152159609
322	0.8940609952	0.3150771775
323	0.8972712681	0.3144984767
324	0.8972712681	0.3144139502
325	0.8972712681	0.314340685
326	0.8972712681	0.3138611785
327	0.8972712681	0.3138235066
328	0.8972712681	0.313630517
329	0.8972712681	0.3134932668
330	0.8972712681	0.3130359133
331	0.8972712681	0.3127905002
332	0.8972712681	0.3122551714
333	0.8988764045	0.3117948357
334	0.8988764045	0.3116748712
335	0.8972712681	0.311496445
336	0.8972712681	0.3114241258
337	0.8972712681	0.3105742906
338	0.8988764045	0.3103947626
339	0.9004815409	0.3102674998
340	0.9004815409	0.3101651765
341	0.9004815409	0.3100322697
342	0.9004815409	0.3096222471
343	0.9004815409	0.3091787594
344	0.9004815409	0.3091438303
345	0.9004815409	0.3088963623
346	0.9004815409	0.3086324212
347	0.9004815409	0.308463022
348	0.9004815409	0.3084087037
349	0.9004815409	0.3075529713
350	0.9004815409	0.3073354098
351	0.9020866774	0.3069866509
352	0.9020866774	0.3067468563
353	0.9004815409	0.3065297805
354	0.9004815409	0.3064659834
355	0.9004815409	0.3058182889
356	0.9004815409	0.3057535138
357	0.9004815409	0.3056127625
358	0.9004815409	0.305383712
359	0.9004815409	0.3051230533
360	0.9020866774	0.3050433466
361	0.9020866774	0.3049867538
362	0.9020866774	0.304603957
363	0.9020866774	0.3035770132
364	0.9020866774	0.3035174026
365	0.9020866774	0.3033544999
366	0.9020866774	0.3024173501
367	0.9020866774	0.3023272081
368	0.9020866774	0.302176724
369	0.9020866774	0.3021538711
370	0.9020866774	0.3016696764
371	0.9020866774	0.3011778145
372	0.9020866774	0.3009998912
373	0.9020866774	0.3007586585
374	0.9020866774	0.3007436277
375	0.9036918138	0.3002584284
376	0.9036918138	0.3002303659
377	0.9036918138	0.3001535246
378	0.9036918138	0.2996166496
379	0.9052969502	0.2988428789
380	0.9036918138	0.2984932408
381	0.9052969502	0.2984372548
382	0.9052969502	0.2980702436
383	0.9052969502	0.2980387197
384	0.9052969502	0.2976344649
385	0.9069020867	0.297380812
386	0.9069020867	0.296965027
387	0.9069020867	0.296493725
388	0.9069020867	0.2964103171
389	0.9069020867	0.2963510967
390	0.9069020867	0.2962828809
391	0.9069020867	0.2960757472
392	0.9069020867	0.2958606208
393	0.9069020867	0.2950180063
394	0.9069020867	0.2949186517
395	0.9085072231	0.2946431608
396	0.9085072231	0.294388208
397	0.9085072231	0.294025029
398	0.9085072231	0.2937812859
399	0.9085072231	0.2937253188
400	0.9085072231	0.2933926004
401	0.9101123596	0.2929210888
402	0.9101123596	0.2925382081
403	0.9101123596	0.2922062057
404	0.9101123596	0.2919731212
405	0.9101123596	0.2918974832
406	0.9101123596	0.2916197103
407	0.9101123596	0.2913485976
408	0.9101123596	0.2912429879
409	0.9101123596	0.2912227204
410	0.9101123596	0.290996432
411	0.911717496	0.2907681726
412	0.911717496	0.2907393962
413	0.911717496	0.2906423865
414	0.911717496	0.2905355778
415	0.911717496	0.2903732193
416	0.911717496	0.2902189105
417	0.911717496	0.2901484053
418	0.911717496	0.2896262683
419	0.911717496	0.2892155374
420	0.911717496	0.2891141278
421	0.911717496	0.2890861093
422	0.911717496	0.2888427437
423	0.911717496	0.2883555944
424	0.911717496	0.2881669613
425	0.911717496	0.2880119867
426	0.911717496	0.287856032
427	0.911717496	0.2877209059
428	0.911717496	0.2876032942
429	0.911717496	0.2872397249
430	0.911717496	0.2871146824
431	0.911717496	0.2869548349
432	0.911717496	0.2867476746
433	0.911717496	0.2863920825
434	0.911717496	0.2862364079
435	0.911717496	0.2857409267
436	0.911717496	0.285717594
437	0.911717496	0.2855590146
438	0.9133226324	0.2852792214
439	0.9133226324	0.2851861753
440	0.9133226324	0.2848348301
441	0.9133226324	0.2846946393
442	0.9133226324	0.2846086742
443	0.9133226324	0.2844855733
444	0.9133226324	0.2842834655
445	0.9133226324	0.2841589415
446	0.9133226324	0.2838980926
447	0.9133226324	0.2837053479
448	0.9133226324	0.2835383729
449	0.9133226324	0.2833548089
450	0.9133226324	0.2831680301
451	0.9133226324	0.2830262614
452	0.9133226324	0.2827025292
453	0.9133226324	0.2825712211
454	0.9133226324	0.2822516751
455	0.9133226324	0.2820543649
456	0.9133226324	0.2818863599
457	0.9133226324	0.2817120192
458	0.9133226324	0.281677277
459	0.9133226324	0.2815424613
460	0.9133226324	0.2813081286
461	0.9133226324	0.2811503518
462	0.9133226324	0.2810952117
463	0.9133226324	0.2810491826
464	0.9133226324	0.2809669301
465	0.9133226324	0.2806071872
466	0.9133226324	0.2805663503
467	0.9133226324	0.2801888296
468	0.9133226324	0.2801257131
469	0.9133226324	0.2800605718
470	0.9133226324	0.2798082073
471	0.9133226324	0.2797345055
472	0.9133226324	0.2795164077
473	0.9133226324	0.2792825198
474	0.9133226324	0.2790360477
475	0.9133226324	0.2790102987
476	0.9133226324	0.2787335305
477	0.9133226324	0.2785195151
478	0.9133226324	0.2782061545
479	0.9133226324	0.2780307589
480	0.9133226324	0.2779586191
481	0.9133226324	0.2778300046
482	0.9133226324	0.2777004827
483	0.9133226324	0.2775484629
484	0.9133226324	0.2773869467
485	0.9133226324	0.2773252952
486	0.9133226324	0.2771628451
487	0.9133226324	0.2766301975
488	0.9149277689	0.2765292598
489	0.9149277689	0.2761463615
490	0.9149277689	0.2759412573
491	0.9149277689	0.2759071218
492	0.9149277689	0.2758246557
493	0.9165329053	0.2757537519
494	0.9149277689	0.2756513975
495	0.9149277689	0.2756198226
496	0.9149277689	0.2754683181
497	0.9149277689	0.2751569424
498	0.9149277689	0.2748137083
499	0.9165329053	0.2747160705
500	0.9165329053	0.274607247
501	0.9165329053	0.2742746957
502	0.9165329053	0.273808458
503	0.9165329053	0.2737342632
504	0.9181380417	0.2734342101
505	0.9181380417	0.2733295829
506	0.9181380417	0.2732672274
507	0.9181380417	0.2731446221
508	0.9181380417	0.2729964715
509	0.9181380417	0.27286162
510	0.9181380417	0.2725566901
511	0.9165329053	0.2723650982
512	0.9165329053	0.2722802466
513	0.9165329053	0.2721439874
514	0.9165329053	0.2720016226
515	0.9165329053	0.2718642229
516	0.9165329053	0.2718347166
517	0.9197431782	0.2716333302
518	0.9197431782	0.2713366694
519	0.9197431782	0.2711521961
520	0.9197431782	0.2710674607
521	0.9165329053	0.2704255552
522	0.9181380417	0.2699389567
523	0.9181380417	0.26981487
524	0.9181380417	0.2697091499
525	0.9197431782	0.2691774991
526	0.9181380417	0.2690574512
527	0.9181380417	0.2686646452
528	0.9181380417	0.2685024789
529	0.9181380417	0.2683848617
530	0.9181380417	0.2682461882
531	0.9181380417	0.2681050882
532	0.9181380417	0.2677848173
533	0.9181380417	0.2677306926
534	0.9181380417	0.2676978516
535	0.9181380417	0.2673349586
536	0.9181380417	0.2672016668
537	0.9181380417	0.2670151581
538	0.9181380417	0.266987819
539	0.9181380417	0.2668555778
540	0.9197431782	0.2666029719
541	0.9197431782	0.2664418379
542	0.9197431782	0.266262674
543	0.9197431782	0.2660783076
544	0.9213483146	0.2658537571
545	0.9197431782	0.2655927069
546	0.9197431782	0.2652571956
547	0.9213483146	0.2649088164
548	0.9213483146	0.2647840672
549	0.9197431782	0.264567969
550	0.9197431782	0.264468919
551	0.9213483146	0.2642330245
552	0.9213483146	0.2641396864
553	0.9213483146	0.2641079781
554	0.9213483146	0.263935284
555	0.9213483146	0.2638631817
556	0.9213483146	0.2636754609
557	0.9213483146	0.2635275255
558	0.9213483146	0.2633438787
559	0.9213483146	0.2632544872
560	0.9213483146	0.2629825396
561	0.9197431782	0.2627666889
562	0.9213483146	0.2626736866
563	0.9213483146	0.2625670325
564	0.9213483146	0.2623025444
565	0.9213483146	0.2622515908
566	0.9213483146	0.2622128814
567	0.9213483146	0.2621422369
568	0.9213483146	0.262004978
569	0.9213483146	0.2616078198
570	0.9213483146	0.261556731
571	0.9197431782	0.2611431319
572	0.9197431782	0.2610893045
573	0.9197431782	0.2607887236
574	0.9197431782	0.2600616668
575	0.9197431782	0.2598702625
576	0.9197431782	0.2596896417
577	0.9197431782	0.2596292417
578	0.9197431782	0.2595849482
579	0.9197431782	0.2595381761
580	0.9197431782	0.259449121
581	0.9197431782	0.2593817592
582	0.9197431782	0.259291966
583	0.9197431782	0.2592177785
584	0.9197431782	0.2591271101
585	0.9213483146	0.2589853635
586	0.9213483146	0.258954769
587	0.9213483146	0.2588485816
588	0.9213483146	0.2586685215
589	0.9197431782	0.2582447707
590	0.9197431782	0.2581778721
591	0.9197431782	0.2581491502
592	0.9197431782	0.2581136988
593	0.9197431782	0.2576848517
594	0.9197431782	0.2573806239
595	0.9197431782	0.2571566552
596	0.9197431782	0.2567485712
597	0.9197431782	0.2565957658
598	0.9197431782	0.2565374413
599	0.9197431782	0.2564327194
600	0.9197431782	0.2559328864
601	0.9197431782	0.2555462251
602	0.9197431782	0.255512974
603	0.9197431782	0.2554146396
604	0.9197431782	0.2551804908
605	0.9197431782	0.2549969698
606	0.9197431782	0.2548909172
607	0.9197431782	0.2548299408
608	0.9197431782	0.2546430269
609	0.9197431782	0.2544090497
610	0.9197431782	0.2541373354
611	0.9197431782	0.2540052624
612	0.9197431782	0.2536296641
613	0.9197431782	0.2535263258
614	0.9213483146	0.253430936
615	0.9213483146	0.2532871819
616	0.9197431782	0.2531797552
617	0.9197431782	0.2530679079
618	0.9213483146	0.2530040248
619	0.9197431782	0.2529476006
620	0.9197431782	0.2526231182
621	0.9197431782	0.252503114
622	0.9197431782	0.2523896085
623	0.9197431782	0.2523144492
624	0.9197431782	0.2521258301
625	0.9213483146	0.2517779249
626	0.9213483146	0.251767018
627	0.9213483146	0.2515771533
628	0.9213483146	0.2515236659
629	0.9213483146	0.2513904104
630	0.9213483146	0.2512369629
631	0.9213483146	0.2510290734
632	0.9213483146	0.2509403391
633	0.9213483146	0.2509080574
634	0.922953451	0.2508660837
635	0.922953451	0.2508309998
636	0.922953451	0.2507283886
637	0.922953451	0.2505605264
638	0.922953451	0.2505527197
639	0.922953451	0.2501403948
640	0.922953451	0.2500001075
641	0.922953451	0.2499499463
642	0.922953451	0.2499136767
643	0.922953451	0.2497960017
644	0.922953451	0.2497039555
645	0.922953451	0.2494345145
646	0.9213483146	0.2490461199
647	0.9213483146	0.2489586857
648	0.9213483146	0.2486907825
649	0.9213483146	0.2486018291
650	0.9213483146	0.2485635499
651	0.9213483146	0.2484724558
652	0.9213483146	0.2482671937
653	0.9213483146	0.2481432317
654	0.9213483146	0.2481016326
655	0.9213483146	0.2480154057
656	0.9213483146	0.2479280751
657	0.9213483146	0.2477940976
658	0.9213483146	0.247754498
659	0.9213483146	0.2477221979
660	0.9213483146	0.2475976317
661	0.9245585875	0.2470868755
662	0.9245585875	0.2468974291
663	0.9245585875	0.2463609137
664	0.9245585875	0.2463205529
665	0.9245585875	0.2462344051
666	0.9245585875	0.2461641977
667	0.9245585875	0.2461390183
668	0.9245585875	0.246123084
669	0.9245585875	0.2459522253
670	0.9245585875	0.245507779
671	0.9245585875	0.2452224364
672	0.9245585875	0.2451967536
673	0.9245585875	0.2451504275
674	0.9245585875	0.2450119369
675	0.9245585875	0.2449438686
676	0.9245585875	0.244831113
677	0.9245585875	0.2445740297
678	0.9261637239	0.244210791
679	0.9261637239	0.2441493866
680	0.9245585875	0.2440711803
681	0.9245585875	0.2440456989
682	0.9261637239	0.2439449661
683	0.9245585875	0.2437359866
684	0.9245585875	0.2437051761
685	0.9245585875	0.2435724534
686	0.9245585875	0.2434830388
687	0.9245585875	0.243404632
688	0.9245585875	0.243270868
689	0.9245585875	0.2431790139
690	0.9245585875	0.2431167978
691	0.9245585875	0.2430713154
692	0.9245585875	0.2429741637
693	0.9245585875	0.2428975443
694	0.9245585875	0.2428477566
695	0.9245585875	0.2426504416
696	0.9245585875	0.2425245593
697	0.9245585875	0.2423852524
698	0.9245585875	0.2421730698
699	0.9245585875	0.2418862434
700	0.9245585875	0.2416003017
701	0.9245585875	0.2415670983
702	0.9245585875	0.2415000239
703	0.9245585875	0.2413938223
704	0.9261637239	0.2411323028
705	0.9261637239	0.2411019289
706	0.9261637239	0.2409948549
707	0.9261637239	0.240887459
708	0.9261637239	0.2407485541
709	0.9245585875	0.2407085105
710	0.9261637239	0.2402309975
711	0.9261637239	0.2400233764
712	0.9261637239	0.2397319107
713	0.9261637239	0.2394042555
714	0.9261637239	0.2391351153
715	0.9261637239	0.2388537681
716	0.9261637239	0.2386272926
717	0.9261637239	0.2385748114
718	0.9261637239	0.2384460525
719	0.9277688604	0.238344764
720	0.9277688604	0.2382579588
721	0.9277688604	0.2381120127
722	0.9277688604	0.2378646526
723	0.9277688604	0.2377545355
724	0.9277688604	0.2376952499
725	0.9277688604	0.2375116846
726	0.9277688604	0.2374449392
727	0.9277688604	0.2374151434
728	0.9277688604	0.2370910946
729	0.9277688604	0.236876364
730	0.9277688604	0.236747966
731	0.9277688604	0.2366823257
732	0.9277688604	0.2366438674
733	0.9277688604	0.2363941757
734	0.9277688604	0.2363064941
735	0.9277688604	0.2362591158
736	0.9277688604	0.2361562705
737	0.9277688604	0.2359054927
738	0.9277688604	0.2358858124
739	0.9277688604	0.2356904694
740	0.9277688604	0.2356690753
741	0.9277688604	0.2354300868
742	0.9277688604	0.2353241297
743	0.9277688604	0.2352324388
744	0.9277688604	0.2351304415
745	0.9277688604	0.2350971851
746	0.9277688604	0.2349193013
747	0.9277688604	0.2348170809
748	0.9277688604	0.2347459048
749	0.9277688604	0.2345331733
750	0.9277688604	0.234392898
751	0.9293739968	0.2340103035
752	0.9293739968	0.2338179663
753	0.9293739968	0.2337049649
754	0.9293739968	0.2336861552
755	0.9293739968	0.2335973308
756	0.9293739968	0.2334549723
757	0.9293739968	0.2334207911
758	0.9293739968	0.2332654697
759	0.9293739968	0.2332168562
760	0.9293739968	0.2331900702
761	0.9293739968	0.2331458499
762	0.9293739968	0.2329150543
763	0.9293739968	0.232490084
764	0.9293739968	0.2324416564
765	0.9293739968	0.2323161523
766	0.9293739968	0.2319870594
767	0.9293739968	0.2317463263
768	0.9293739968	0.2317255588
769	0.9293739968	0.231527656
770	0.9293739968	0.2312430566
771	0.9293739968	0.2312081363
772	0.9309791332	0.230966658
773	0.9309791332	0.2306973145
774	0.9309791332	0.2306783104
775	0.9309791332	0.230654198
776	0.9309791332	0.2306137932
777	0.9293739968	0.2304322382
778	0.9293739968	0.2303451961
779	0.9293739968	0.2302643104
780	0.9293739968	0.2301840743
781	0.9325842697	0.2300967551
782	0.9325842697	0.2300181972
783	0.9325842697	0.2297270409
784	0.9325842697	0.2295696196
785	0.9325842697	0.2294765676
786	0.9341894061	0.2293570722
787	0.9341894061	0.2289031868
788	0.9341894061	0.2287550019
789	0.9341894061	0.2285771978
790	0.9325842697	0.228460258
791	0.9325842697	0.2283089201
792	0.9341894061	0.2281156706
793	0.9341894061	0.2280293253
794	0.9341894061	0.2277420777
795	0.9341894061	0.227550983
796	0.9341894061	0.2275126903
797	0.9341894061	0.2274045697
798	0.9341894061	0.2273686196
799	0.9341894061	0.2271025613
800	0.9341894061	0.2268531784
801	0.9341894061	0.2268157836
802	0.9341894061	0.2267989927
803	0.9341894061	0.2267043836
804	0.9341894061	0.2266257504
805	0.9341894061	0.2264417922
806	0.9341894061	0.2264177783
807	0.9341894061	0.2262564276
808	0.9341894061	0.2262208218
809	0.9341894061	0.2261449609
810	0.9341894061	0.2259865871
811	0.9341894061	0.2257532432
812	0.9341894061	0.2256308936
813	0.9341894061	0.2256090053
814	0.9341894061	0.2255850814
815	0.9341894061	0.2254660531
816	0.9341894061	0.2252213732
817	0.9341894061	0.2251769057
818	0.9341894061	0.225158647
819	0.9341894061	0.2249611921
820	0.9341894061	0.2249170191
821	0.9341894061	0.2246437724
822	0.9341894061	0.224578366
823	0.9341894061	0.2243539556
824	0.9341894061	0.2242682528
825	0.9341894061	0.2242499437
826	0.9341894061	0.2240839555
827	0.9341894061	0.2240365647
828	0.9341894061	0.2240138068
829	0.9341894061	0.2237981972
830	0.9341894061	0.2237606965
831	0.9341894061	0.2236100728
832	0.9341894061	0.2235166279
833	0.9341894061	0.2234601729
834	0.9341894061	0.2232445412
835	0.9341894061	0.2229939469
836	0.9325842697	0.2228653971
837	0.9325842697	0.222795978
838	0.9325842697	0.2227701486
839	0.9325842697	0.2225674076
840	0.9325842697	0.2224583431
841	0.9325842697	0.2219636512
842	0.9325842697	0.221938734
843	0.9325842697	0.2218691191
844	0.9325842697	0.2216593981
845	0.9325842697	0.2215057772
846	0.9325842697	0.2212037909
847	0.9325842697	0.22115335
848	0.9325842697	0.2211299288
849	0.9325842697	0.2209932641
850	0.9341894061	0.2209606941
851	0.9341894061	0.2209247517
852	0.9325842697	0.2208497315
853	0.9325842697	0.2208239042
854	0.9341894061	0.2207620688
855	0.9341894061	0.2207387549
856	0.9325842697	0.2206193183
857	0.9325842697	0.2204747454
858	0.9325842697	0.2202965307
859	0.9325842697	0.2202301984
860	0.9325842697	0.2201641269
861	0.9325842697	0.2201114845
862	0.9325842697	0.2200609867
863	0.9325842697	0.2198860659
864	0.9325842697	0.2196853857
865	0.9325842697	0.2196244769
866	0.9325842697	0.2194967896
867	0.9341894061	0.2193635917
868	0.9341894061	0.2192388147
869	0.9341894061	0.2192075908
870	0.9341894061	0.219144841
871	0.9341894061	0.2190138269
872	0.9341894061	0.218879858
873	0.9341894061	0.2186987635
874	0.9341894061	0.2185335706
875	0.9341894061	0.2184042461
876	0.9341894061	0.218326736
877	0.9341894061	0.218127546
878	0.9341894061	0.2181092318
879	0.9341894061	0.218063536
880	0.9341894061	0.2177087675
881	0.9341894061	0.2176816728
