iter	Passed	Remaining
527	2961	2647
528	2968	2643
529	2975	2638
530	2982	2634
531	2990	2630
532	2997	2626
533	3004	2622
534	3009	2615
535	3013	2608
536	3020	2604
537	3027	2599
538	3032	2593
539	3040	2589
540	3044	2583
541	3049	2576
542	3053	2570
543	3060	2565
544	3065	2559
545	3071	2554
546	3077	2549
547	3084	2544
548	3090	2539
549	3097	2534
550	3103	2529
551	3107	2522
552	3115	2518
553	3123	2514
554	3130	2509
555	3136	2504
556	3142	2499
557	3148	2494
558	3154	2488
559	3161	2483
560	3166	2477
561	3170	2471
562	3174	2464
563	3182	2459
564	3188	2454
565	3196	2450
566	3201	2445
567	3208	2440
568	3214	2435
569	3220	2429
570	3228	2425
571	3234	2420
572	3241	2415
573	3247	2410
574	3254	2405
575	3260	2400
576	3266	2394
577	3274	2390
578	3280	2385
579	3287	2380
580	3294	2375
581	3300	2370
582	3308	2366
583	3314	2361
584	3322	2357
585	3329	2352
586	3336	2347
587	3343	2342
588	3349	2337
589	3356	2332
590	3363	2327
591	3369	2322
592	3376	2317
593	3383	2312
594	3390	2307
595	3396	2302
596	3402	2296
597	3408	2291
598	3415	2286
599	3420	2280
600	3425	2274
601	3432	2269
602	3438	2264
603	3445	2258
604	3452	2253
605	3458	2248
606	3463	2242
607	3468	2236
608	3473	2230
609	3480	2225
610	3486	2220
611	3493	2214
612	3501	2210
613	3509	2206
614	3516	2201
615	3522	2195
616	3526	2189
617	3532	2183
618	3537	2177
619	3543	2171
620	3549	2166
621	3553	2159
622	3557	2152
623	3565	2148
624	3571	2143
625	3578	2138
626	3584	2132
627	3592	2128
628	3599	2122
629	3604	2117
630	3611	2112
631	3617	2106
632	3624	2101
633	3630	2095
634	3637	2090
635	3643	2085
636	3650	2080
637	3656	2074
638	3662	2069
639	3669	2063
640	3675	2058
641	3682	2053
642	3689	2048
643	3696	2043
644	3703	2038
645	3710	2033
646	3716	2027
647	3723	2022
648	3727	2016
649	3731	2009
650	3737	2003
651	3743	1998
652	3751	1993
653	3758	1988
654	3766	1983
655	3773	1979
656	3780	1973
657	3788	1968
658	3796	1964
659	3801	1958
660	3805	1951
661	3811	1945
662	3817	1940
663	3823	1934
664	3829	1929
665	3835	1923
666	3841	1918
667	3846	1911
668	3851	1905
669	3856	1899
670	3861	1893
671	3865	1886
672	3872	1881
673	3878	1876
674	3885	1870
675	3893	1866
676	3900	1861
677	3908	1856
678	3916	1851
679	3922	1845
680	3928	1840
681	3934	1834
682	3939	1828
683	3944	1822
684	3949	1815
685	3955	1810
686	3962	1805
687	3967	1799
688	3972	1793
689	3978	1787
690	3984	1781
691	3988	1775
692	3992	1768
693	3998	1763
694	4005	1757
695	4011	1751
696	4015	1745
697	4019	1739
698	4027	1734
699	4034	1729
700	4040	1723
701	4047	1718
702	4052	1712
703	4057	1706
704	4062	1699
705	4069	1694
706	4076	1689
707	4083	1683
708	4090	1679
709	4098	1674
710	4104	1668
711	4109	1662
712	4113	1655
713	4121	1650
714	4127	1645
715	4134	1640
716	4141	1634
717	4147	1628
718	4153	1623
719	4161	1618
720	4167	1612
721	4174	1607
722	4180	1601
723	4186	1596
724	4193	1590
725	4199	1585
726	4206	1579
727	4212	1573
728	4219	1568
729	4226	1563
730	4232	1557
731	4238	1551
732	4243	1545
733	4247	1539
734	4254	1533
735	4261	1528
736	4268	1523
737	4274	1517
738	4280	1511
739	4287	1506
740	4295	1501
741	4301	1495
742	4307	1489
743	4314	1484
744	4320	1478
745	4326	1472
746	4332	1467
747	4338	1461
748	4344	1455
749	4350	1450
750	4357	1444
751	4361	1438
752	4369	1433
753	4375	1427
754	4382	1422
755	4388	1416
756	4394	1410
757	4402	1405
758	4408	1399
759	4414	1394
760	4423	1389
761	4429	1383
762	4435	1377
763	4441	1371
764	4447	1366
765	4453	1360
766	4459	1354
767	4466	1349
768	4473	1343
769	4480	1338
770	4489	1333
771	4493	1327
772	4498	1321
773	4504	1315
774	4510	1309
775	4518	1304
776	4525	1298
777	4532	1293
778	4538	1287
779	4543	1281
780	4549	1275
781	4556	1270
782	4564	1264
783	4569	1259
784	4577	1253
785	4584	1248
786	4591	1242
787	4598	1237
788	4604	1231
789	4610	1225
790	4616	1219
791	4621	1213
792	4625	1207
793	4631	1201
794	4637	1195
795	4644	1190
796	4650	1184
797	4657	1178
798	4663	1173
799	4669	1167
800	4676	1161
801	4681	1155
802	4686	1149
803	4693	1144
804	4699	1138
805	4705	1132
806	4711	1126
807	4717	1120
808	4724	1115
809	4731	1109
810	4739	1104
811	4745	1098
812	4751	1092
813	4757	1087
814	4764	1081
815	4772	1076
816	4778	1070
817	4786	1065
818	4792	1059
819	4798	1053
820	4804	1047
821	4808	1041
822	4813	1035
823	4820	1029
824	4826	1023
825	4832	1017
826	4837	1012
827	4844	1006
828	4851	1000
829	4857	994
830	4864	989
831	4870	983
832	4878	978
833	4884	972
834	4892	966
835	4899	961
836	4905	955
837	4912	949
838	4918	943
839	4925	938
840	4932	932
841	4940	927
842	4948	921
843	4955	915
844	4963	910
845	4970	904
846	4977	899
847	4982	893
848	4989	887
849	4995	881
850	5000	875
851	5005	869
852	5010	863
853	5014	857
854	5021	851
855	5025	845
856	5030	839
857	5034	833
858	5041	827
859	5046	821
860	5052	815
861	5059	809
862	5066	804
863	5074	798
864	5081	793
865	5089	787
866	5095	781
867	5100	775
868	5104	769
869	5110	763
870	5117	757
871	5123	752
872	5130	746
873	5138	740
874	5144	734
875	5151	729
876	5157	723
877	5164	717
878	5171	711
879	5178	706
880	5184	700
881	5191	694
882	5197	688
883	5204	682
884	5209	676
885	5215	671
886	5221	665
887	5228	659
888	5235	653
889	5241	647
890	5246	641
891	5250	635
892	5256	629
893	5263	624
894	5271	618
895	5277	612
896	5283	606
897	5289	600
898	5296	595
899	5302	589
900	5309	583
901	5315	577
902	5321	571
903	5328	565
904	5333	559
905	5340	554
906	5347	548
907	5353	542
908	5358	536
909	5362	530
910	5368	524
911	5371	518
912	5377	512
913	5384	506
914	5391	500
915	5395	494
916	5404	489
917	5410	483
918	5418	477
919	5425	471
920	5432	465
921	5440	460
922	5446	454
923	5453	448
924	5460	442
925	5468	437
926	5475	431
927	5482	425
928	5491	419
929	5498	413
930	5504	407
931	5510	402
932	5517	396
933	5524	390
934	5532	384
935	5538	378
936	5544	372
937	5550	366
938	5555	360
939	5559	354
940	5565	348
941	5571	343
942	5577	337
943	5583	331
944	5590	325
945	5597	319
946	5603	313
947	5610	307
948	5616	301
949	5623	295
950	5628	290
951	5635	284
952	5641	278
953	5647	272
954	5654	266
955	5663	260
956	5671	254
957	5678	248
958	5684	243
959	5691	237
960	5697	231
961	5703	225
962	5709	219
963	5716	213
964	5723	207
965	5729	201
966	5736	195
967	5742	189
968	5748	183
969	5755	178
970	5762	172
971	5768	166
972	5776	160
973	5782	154
974	5789	148
975	5795	142
976	5802	136
977	5808	130
978	5814	124
979	5820	118
980	5825	112
981	5833	106
982	5839	100
983	5846	95
984	5852	89
985	5859	83
986	5866	77
987	5872	71
988	5879	65
989	5886	59
990	5891	53
991	5895	47
992	5902	41
993	5909	35
994	5915	29
995	5920	23
996	5927	17
997	5933	11
998	5939	5
999	5946	0
